ASIN,商品名（簡潔）,カテゴリ,価格(JPY),元価格(JPY),星評価,レビュー数,月間販売数,型番,在庫,商品URL,メイン画像,元タイトル
B0FGX5JN2X,ワイヤレス充電器 15W 2-in-1 MagSafe,ワイヤレス充電器,3142,4190,4.1,879,1K+ bought in past month,W701,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FGX5JN2X,https://m.media-amazon.com/images/I/41RvMUCTmfL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Zapix Wireless Charger MagSafe 15W Qi2 Certified 2-in-1 Earphones iPhone Wireless Charging Magnetic Type [For Desktop/48° Perfect Angle] Compatible with iPhone 17/16/15/14/13/12 Series
B0FHHNTC1J,"モバイルバッテリー 20,000mAh 67W",モバイルバッテリー,6384,7980,4.6,393,500+ bought in past month,PB550,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FHHNTC1J,https://m.media-amazon.com/images/I/517eEytuqGL._AC_SY300_SX300_QL70_ML2_.jpg,"Ugreen PB550 67W Rapid Charging Mobile Battery, 20,000 mAh High Capacity, USB C Cable, Can Charge Laptops, 3 Ports, PD Compatible, Xiaomi (Xiaomi) Compatible, Display Included, PSE Certified, Carry-on"
B0F37VLJQW,"モバイルバッテリー 10,000mAh 30W MagSafe",モバイルバッテリー,6706,9580,4.4,1628,300+ bought in past month,PB773,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F37VLJQW,https://m.media-amazon.com/images/I/41kh3mS30-L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN MagFlow Qi2 25W Certified Power Bank (10000mAh・30W) with Built-in USB-C Cable for iPhone 17-16 Series, 25W Magsafe Compatible, Magnetic Wireless Fast Charging, Display, 25W Wireless Charging"
B0DG8Z9Y1R,急速充電器 30W GaN,充電器,1390,1680,4.4,594,500+ bought in past month,X513,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DG8Z9Y1R,https://m.media-amazon.com/images/I/51vfmT3tFDL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 30W USB-C Charger Type C [PSE Technical Standards Compliant/PD3.0 Compatible/30W Fast Charging] Compact Design GaN Charger Compatible with iPhone 17/16/15/14/13/iPad/Galaxy S25-S10/Various
B0FJMFT169,"モバイルバッテリー 10,000mAh 45W",モバイルバッテリー,5309,6580,4.3,430,200+ bought in past month,75701,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FJMFT169,https://m.media-amazon.com/images/I/510rtqbpdCL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Our Company's Ultra-Compact (10000mAh・PD45W) Mobile Power Bank Small Size Lightweight High Capacity High Output Integrated Charging Cable Easy to Carry Convenient Real-Time Display Compatible
B0F6NFHB31,"モバイルバッテリー 5,000mAh 15W MagSafe",モバイルバッテリー,4485,5980,4.1,246,500+ bought in past month,PB580,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F6NFHB31,https://m.media-amazon.com/images/I/517XPYZ1bjL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Air PB580 Mobile Battery, Magnetic Wireless Charging, 0.3 inch (8.6 mm) Ultra Thin, Qi2 Certified, 15W Fast Charging, MagSafe Compatible, 5,000 mAh, Lightweight, Compact, Portable, USB-C PD"
B0DNSQCRJB,USB-C ケーブル 65W,ケーブル,3780,5880,4.1,893,1K+ bought in past month,X605,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DNSQCRJB,https://m.media-amazon.com/images/I/51uqA7meEuL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 65W Charger with Retractable Cable【Single Port 65W】69 cm 8-Step Adjustable Extendable Type-C Cable Built-in USB-C/USB-A 3 Ports Simultaneous Charging Possible PD3.0/PPS Suitable for Travel
B0CSSRD4NT,"モバイルバッテリー 20,000mAh 20W",モバイルバッテリー,3034,4280,4.2,3928,400+ bought in past month,PB312,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CSSRD4NT,https://m.media-amazon.com/images/I/51tAc9spr3L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN PB312 Mobile Battery, 20,000 mAh, Large Capacity, Simultaneous Charging, 2 USB-A, 1 USBC, PD, 20 W, 22.5 W, Rapid Charging, Pass-Through Function, Low Current Mode, LCD Battery Level Display, Compact, PSE Technology Standards Compliant, Compatible with iPhone 17, Android and iPad Devices, Black"
B0CCVQB7MY,急速充電器 100W GaN 3ポート,充電器,6980,,4.4,832,,X757,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CCVQB7MY,https://m.media-amazon.com/images/I/51jZCX-yQNL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Nexode Pro Charger 100W 3 Ports Compact and Lightweight 【Next-Generation GaNInfinity™ Chip + UGREEN Proprietary Airpyra Technology】PD Fast Charger USB-C*2 and USB-A*1 PD3.0/QC4+ Compatible
B0D1XT3ZJ7,USB-Cハブ 4-in-1 100W,USBハブ・ドック,2249,2999,4,334,100+ bought in past month,35590,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D1XT3ZJ7,https://m.media-amazon.com/images/I/71B7J5TziZL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Hub 4-in-1 Magnetic USB-C to HDMI Adapter 4K@60Hz Foldable Portable USB C Hub 100W PD Charging USB-A3.0 & USB-C3.0 5Gbps Data Port Compatible with iPhone 15/16 Series, Galaxy S24, iPad"
B0F6NC41DZ,"モバイルバッテリー 10,000mAh 30W MagSafe",モバイルバッテリー,5985,7980,4.4,151,300+ bought in past month,PB570,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F6NC41DZ,https://m.media-amazon.com/images/I/61Au4ZoBYgL._AC_SY300_SX300_QL70_ML2_.jpg,"Ugreen Air PB570 Mobile Battery, Magnetic Wireless Charging, Thin, 10,000 mAh, Qi2 Certified, 15W, MagSafe Compatible, Built-in Cable, USB-C PD, 30W High Output, Lightweight, Compact, Portable"
B0D7CG2PHM,"モバイルバッテリー 10,000mAh 20W",モバイルバッテリー,5229,6980,4.4,1750,100+ bought in past month,PB572,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D7CG2PHM,https://m.media-amazon.com/images/I/61w9BqTUv4L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Uno PowerBank Magnet (10,000 mAh, Qi, 7.5W USB-C x1) with Foldable Stand, Mobile Battery, Qi Wireless Charging Compatible, TFT Screen with Expression Display, Type-C PD 20W Fast Charging"
B0CXHRNVNW,スマホホルダー,スマホアクセサリー,2760,3680,4.1,799,50+ bought in past month,35338,In Stock Click here for details of availability. Only 1 left in stock - order soon. Click here for details of availability.,https://www.amazon.co.jp/dp/B0CXHRNVNW,https://m.media-amazon.com/images/I/51Q4ShyPSEL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN PB503 Power Bank with Built-in USB-C Connector, 5,000 mAh, Small and Compact, 22.5 W, Cordless, Lightweight, Integrated USBC, LED Screen Display and Stand Included, PSE Technical Standards"
B0C3GTMX5M,"モバイルバッテリー 20,000mAh 100W",モバイルバッテリー,7480,9999,4.4,5034,500+ bought in past month,25188,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0C3GTMX5M,https://m.media-amazon.com/images/I/514bgqH8f8L._AC_SY300_SX300_QL70_ML2_.jpg,"Ugreen PB720 100 W Mobile Battery, PD / PPS 2.0 Compatible, 20,000 mAh, High Capacity, 3 Ports, 2 USB-C, 1 USB-A, Pass-Through Function, Low Current Mode, Supports 65 W Fast Charging, Multi-Protective Functions, PSE Technology Standards Compliant, Macbook, Windows PC, iPad Pro, iPhone 17, Galaxy S26, Galaxy S26 Ultra Android Smartphones, Laptops, and More"
B0CYZQ8HVG,急速充電器 100W GaN 4ポート,充電器,6280,9180,4.4,308,,X562,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CYZQ8HVG,https://m.media-amazon.com/images/I/51nhGp6DYpL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN X562 Nexode Charger, 100W 4-Port Type C Rapid Charger USB-C PD 3.0 GaNInfinity Gum Nitride PPS Standard, Foldable Lightweight for iPhone 17/16 / Android Galaxy Macbook iPad Compatible with Laptops and USB-C Devices, PSE Tech Standards Black"
B0BJ6YJKDX,急速充電器 20W GaN,充電器,1398,1780,4.4,2864,200+ bought in past month,CD318,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BJ6YJKDX,https://m.media-amazon.com/images/I/5161YncJw4L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Nexode Mini 20W PD Charger, USB-C Rapid Charger [GaNFast II (Gallium Nitride) Adopted, Ultra Compact, Foldable Plug, PD3.0/PPS/QC4+ Compatible/PSE Technical Standards Compliant] Type-C"
B0CYZHY7BX,急速充電器 100W GaN 5ポート,充電器,6280,8990,4.2,688,,X563,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CYZHY7BX,https://m.media-amazon.com/images/I/51QARqcuT5L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Nexode Charger 100W with 5 Ports, Compatible with iPhone 17, Type C Fast Charger, USB-C×4 & USB-A×1, PD3.0, GaN Infinity, Gallium Nitride, PPS Standard Compliant, Foldable, Lightweight"
B0CYZ52VPX,急速充電器 65W GaN 4ポート,充電器,3780,4880,4.4,4100,300+ bought in past month,X559,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CYZ52VPX,https://m.media-amazon.com/images/I/61qJ4S4UO5L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 65W Rapid Charger, 4 Ports, USB-C x 3 + USB-A x 1, Type C, PD3.0, GaNII Charger, Compatible with iPhone 16, Android, Galaxy, Macbook, iPad, PC, and Other USB-C Devices, PSE (Black)"
B0D4LV836Z,HDMI ケーブル,ケーブル,9449,13499,4.1,402,100+ bought in past month,25173,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D4LV836Z,https://m.media-amazon.com/images/I/713wErrfRbL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 4K@60Hz HDMI Capture Board with Pass-through Function 1080P@240Hz HDR VRR USB3.1 Gen1 5Gbps Ultra-low Latency High-speed Transfer for Game Streaming, Live Streaming, Recording, Screen Sharing"
B0F94D2JB6,イヤホン Bluetooth,イヤホン・ヘッドホン,1749,2499,4.1,283,500+ bought in past month,WS220,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F94D2JB6,https://m.media-amazon.com/images/I/61U5IAPZidL._AC_SY300_SX300_QL70_ML2_.jpg,"(2026 Newest Version) UGREEN Dots Wireless Earphones, Bluetooth 6.0, Ultra Small, 0.08s Low Latency, App Custom Operation, Rapid Charging, Does Not Clog Ears, Black"
B0CWV5LG6M,イヤホン Bluetooth ANC,イヤホン・ヘッドホン,3244,4990,4.1,2448,200+ bought in past month,HP203,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CWV5LG6M,https://m.media-amazon.com/images/I/612TMuDXB0L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Bluetooth Wireless Headphones, Ultra Noise Cancelling, LDAC High Resolution Sound Quality, Bluetooth 5.4, Wired / Wireless, Up to 75 Hours of Music Playback, Multi-Point Compatible, External"
B0CXHNGDC1,"モバイルバッテリー 20,000mAh 130W",モバイルバッテリー,7998,10980,4.4,8208,100+ bought in past month,PB721,In Stock Click here for details of availability. Only 1 left in stock - order soon. Click here for details of availability.,https://www.amazon.co.jp/dp/B0CXHNGDC1,https://m.media-amazon.com/images/I/517mji2KCYL._AC_SY300_SX300_QL70_ML2_.jpg,"Ugreen PB721 Mobile Battery (20,000 mAh/130 W), 3 Ports: USB-C x 2, USB-A x 1, Innovative TFT Display, Supports PD and PPS Rapid Charging, Vertical Design, Pass-Through/Low Current Modes, PSE Technology Standards Compliant, MacBook/iPhone 17/16/15/Galaxy/Windows/PC/iPad/Android/Smartphones/Laptop/Other"
B0BLNDNBG1,SDカードリーダー Type-C,SDカードリーダー,3093,3899,4.2,9341,300+ bought in past month,15214,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BLNDNBG1,https://m.media-amazon.com/images/I/61rLe4YdHqL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Revodok 1071 USB-C Hub, 7-IN-1 USB Hub, Type-C PD100W Fast Charging, USB-C 5Gbps Fast Transfer, 4K HDMI Hub, USB 3.0, 2 Ports Expansion, SD Micro SD/TF Card Reader, Type C Adapter for Mac Air"
B0FJR63WW4,"モバイルバッテリー 25,000mAh 200W",モバイルバッテリー,10935,14580,4.5,196,100+ bought in past month,PB728,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FJR63WW4,https://m.media-amazon.com/images/I/510dZUE-PcL._AC_SY300_SX300_QL70_ML2_.jpg,"Ugreen PB728 Mobile Battery, 25,000 mAh, 200 W, High Output, Fast Charging, 3C1A / 4 Ports, Retractable USB-C Cable & Built-in Cable, No Removing Required, Equipped with TFT Display, PD Compatible"
B0DZX8G1ZB,イヤホン Bluetooth ANC,イヤホン・ヘッドホン,3594,5990,3.8,669,500+ bought in past month,WS213,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DZX8G1ZB,https://m.media-amazon.com/images/I/61H5jUUXUmL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN FitBuds Bluetooth 6.0 Wireless Open-Ear Earbuds, 0.7 inch (18 mm) Titanium Drivers, Total 28 Hours Playback, 4 Mic Noise Cancelling Technology, IPX5 Waterproof), Hi-Fi Sound Quality, DNN Noi Can, Connect 2 Devices Simultaneously, App Custom Operation, Supports Rapid Charging, IMAX Class Bass Experience, Sound Leak Reduction, No Clogging Ears, Black"
B0BJ6BB44D,急速充電器 30W GaN,充電器,2080,2780,4.3,12509,200+ bought in past month,CD319,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BJ6BB44D,https://m.media-amazon.com/images/I/51TzmIWMcPL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Nexode Mini 30W PD Charger USB-C Rapid Charger [GaNFast II (Gallium Nitride) Adopted Ultra Compact Folding Plug PD/PPS/QC4+/SCP Standard Compatible/PSE Technical Standards Compliant] Type C
B0F94D64P3,イヤホン Bluetooth ANC,イヤホン・ヘッドホン,2793,3990,4,937,1K+ bought in past month,75624,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F94D64P3,https://m.media-amazon.com/images/I/617l6Q0Y7sL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN ClipBuds Bluetooth 6.0 Open-Ear Earbuds, Clip Type Earbuds, Ear Cuffs, ENC Noise Canceling Technology, 0.57 inch (12 mm) Titanium Driver, Total 30 Hours Playtime, 4 Microphones, IPX5 Waterproof, AI Call Noise-Cancellation, Hi-Fi Sound Quality, Ultra Lightweight, Connect 2 Devices Simultaneously, Sound Leakage Reduction, Custom Operation, Rapid Charging, Black"
B0G64Z8YP2,USB-Cハブ 5-in-1 100W,USBハブ・ドック,1948,2599,4.4,38,200+ bought in past month,95189,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0G64Z8YP2,https://m.media-amazon.com/images/I/51P0Mwzr5VL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Hub, 5 in 1 HDMI Output, 4K @ 60Hz, 10 Gbps, High Speed Transfer, One-Touch Screen Off Function + Cable Storage Design, USB-C 3.2 + HDMI + USB-A 2.0 x 2 + PD100W, Type-C PC/Smartphone"
B0BN688W42,急速充電器 65W GaN 3ポート,充電器,2979,4280,4.3,12524,500+ bought in past month,CD244,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BN688W42,https://m.media-amazon.com/images/I/41fkgL6G5LL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Nexode 65W Rapid Charger Type-C【Genuine Product】3-Port【USB-C*2 and USB-A*1】PD3.0 PPS GaNII Foldable Compatible with iPhone 17/15/MacBook/iPad/Galaxy/Android/PC, PSE Compliant [Blue]"
B0GDCPBYHF,急速充電器 65W GaN,充電器,3210,4280,4.6,52,500+ bought in past month,X860,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0GDCPBYHF,https://m.media-amazon.com/images/I/61ks+MVFSeL._AC_SY300_SX300_QL70_ML2_.jpg,"Ugreen Air 65W USB-C Ultra Compact GaN Rapid Charger, Folding Plug, 1.3 x 1.2 x 1.6 inches (33 x 31 x 40.4 mm), Compatible with iPhone 17/16/15/14/13, MacBook Air, iPad, Galaxy, Android, Smartphones"
B0CCVPB4PC,急速充電器 160W GaN 3ポート,充電器,11536,,4.4,613,,X763,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CCVPB4PC,https://m.media-amazon.com/images/I/51wNMOzjL6L._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Nexode Pro Charger 160W 3 Ports Single Port 140W [New Generation GaN Infinity™ Chip + UGREEN's Unique Airpyra Technology] PD Fast Charger USB-C*2 and USB-A*1 PD3.0/QC4+ Compatible Foldable Plug
B0DK14GTR2,スマホホルダー,スマホアクセサリー,1344,1680,3.8,4862,1K+ bought in past month,CM762,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DK14GTR2,https://m.media-amazon.com/images/I/61-nLoRf00L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN WiFi Wireless LAN Device WiFi 6 USB Adapter AX900, 600Mbps + 287Mbps, Compatible with Windows 11/10, 5GHz/2.4GHz Dual-Band, 802.11a/b/g/n/ac/ax Wireless Standards, SoftAP Function Supported"
B0CXJ1F1M7,"モバイルバッテリー 12,000mAh 100W",モバイルバッテリー,5990,7820,4.4,8208,50+ bought in past month,PB724,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CXJ1F1M7,https://m.media-amazon.com/images/I/51KROh6Va7L._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Nexode Power Bank (12000mAh・100W) 2-Port USB-C + USB-A Compact Small Vertical Design Space-Saving Large Capacity PD Fast Charging Compatible LCD Display Pass-Through Function Low Current Mode
B0CT2JNCT5,"モバイルバッテリー 10,000mAh 20W",モバイルバッテリー,1979,2580,4.4,630,500+ bought in past month,PB507,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CT2JNCT5,https://m.media-amazon.com/images/I/41DfpBYQC8L._AC_SY300_SX300_QL70_ML2_.jpg,"Ugreen PB507 Mobile Battery, Small, Lightweight, 10,000 mAh, Large Capacity, Simultaneous Charging of 2 Devices (1 USB-A, 1 USBC), PD20W, Rapid Charging, Small Current Mode, Battery Level Display"
B0F48HV99S,"モバイルバッテリー 5,000mAh 15W MagSafe",モバイルバッテリー,4485,5980,4.1,246,100+ bought in past month,PB580,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F48HV99S,https://m.media-amazon.com/images/I/518gzAKUqKL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Air PB580 Mobile Battery, Magnetic Wireless Charging, 0.3 inch (8.6 mm) Ultra Thin, Qi2 Certified, 15W Fast Charging, MagSafe Compatible, 5,000 mAh, Lightweight, Compact, Portable, USB-C PD"
B0BW3VHCD5,USB-Cハブ 5-in-1 100W,USBハブ・ドック,1943,2399,4.2,29349,100+ bought in past month,15596,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BW3VHCD5,https://m.media-amazon.com/images/I/61clpS0XRkL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Revodok 105 USB C Hub, 5-in-1, HDMI Output, USB Hub, Type-C 100W, PD Rapid Charging, 3 x USB 3.0, 5 Gbps, Ultra Fast Data Transfer, Slim Hub, 4K@30Hz, Compatible with Windows, MacOS, Linux, IOS"
B0DMFBXPDP,"モバイルバッテリー 20,000mAh 130W",モバイルバッテリー,7990,11580,4.1,406,50+ bought in past month,PB723,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DMFBXPDP,https://m.media-amazon.com/images/I/51m0KrKJ2uL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Nexode Mobile Battery with Built-in USB-C Cable (20000mAh/130W) PD/PPS Fast Charging Compatible, Large Capacity, Vertical Design, Space-Saving, Pass-Through/Low Current Mode, PSE Technical"
B07BPSSW8N,HDMI ケーブル 3m,ケーブル,2209,2599,4.1,11825,300+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07BPSSW8N,https://m.media-amazon.com/images/I/71BUa5RCOlL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C HDMI Conversion Cable 3M 4K@60Hz USB C to HDMI Conversion 【Unidirectional Transmission】【Only Supports USB-C Including DP Alt Mode】Compatible with Thunderbolt 3/4, MacBook/MacBook Air"
B0BW2TLQ8S,USB-Cハブ 6-in-1 100W,USBハブ・ドック,2999,3999,4.2,3801,500+ bought in past month,15598,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BW2TLQ8S,https://m.media-amazon.com/images/I/61t9zD3NI6L._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Revodok 1061 USB-C Hub 6-IN-1 4K@30Hz HDMI Output Type-C Adapter 4K HDMI 100W Power Delivery Fast Charging Gigabit Ethernet LAN Port 3*USB 3.0 Ports Compatible with Windows; Linux; MAC; iPad
